0.15,-0.02,-0.11
0.14,-0.01,-0.11
0.07,-0.03,-0.05
0.04,-0.02,-0.04
0.11,-0.02,0.04
0.08,-0.05,0.05
0.12,-0.04,0.02
0.15,-0.05,0
0.15,-0.01,-0.1
0.16,0.01,-0.11
0.16,0.01,-0.1
0.16,0.02,-0.07
0.16,0,-0.07
0.11,-0.11,0.01
0.09,-0.09,0
0.12,-0.03,-0.03
0.13,0.02,-0.06
0.14,0.02,-0.06
0.14,0.02,-0.07
0.14,0,-0.06
0.16,0,-0.03
0.15,-0.05,0.02
0.14,-0.05,0
0.11,-0.03,-0.01
0.1,-0.01,-0.01
0.09,0,-0.04
0.14,0.01,-0.12
0.18,0.01,0
0.17,-0.02,0.06
0.15,-0.05,0.05
0.14,-0.07,0.01
0.07,-0.03,-0.18
0.05,0.06,-0.24
0.06,0.06,-0.21
0.08,0.03,-0.07
0.22,-0.07,0.19
0.22,-0.06,0.16
0.24,-0.03,0.07
0.24,-0.01,-0.05
0.16,0.03,-0.13
0.12,-0.01,-0.15
0.04,0.01,-0.03
0.05,-0.03,-0.03
0.06,-0.04,0.05
0.07,-0.04,0.07
0.16,-0.04,-0.02
0.16,0,-0.06
0.17,0,-0.18
0.11,-0.01,-0.09
0.11,0.02,-0.06
0.1,0,-0.01
0.07,-0.02,0.05
0.06,-0.05,0.07
0.12,-0.04,0
0.12,0,0.01
0.12,0,0.01
0.16,-0.02,-0.16
0.14,-0.02,-0.14
0.14,-0.02,-0.09
0.15,0.01,-0.03
0.15,0,-0.02
0.15,-0.01,0.05
0.15,-0.03,0.12
0.15,-0.06,0.12
0.16,-0.03,0.09
0.18,0.01,-0.09
0.14,0,-0.12
0.18,0,-0.12
0.16,-0.04,-0.1
0.12,-0.02,-0.1
0.17,-0.02,-0.05
0.09,-0.08,-0.01
0.09,-0.08,-0.01
0.11,-0.04,0
0.15,-0.07,0.03
0.18,-0.05,0.02
0.18,-0.03,0
0.17,-0.03,-0.01
0.16,-0.01,0
0.18,-0.04,0
0.19,-0.03,-0.04
0.17,0,-0.1
0.15,-0.03,-0.1
0.13,-0.03,-0.07
0.12,-0.07,0.08
0.13,-0.13,0.11
0.13,-0.14,0.14
0.07,-0.08,-0.07
0.03,-0.06,-0.13
0.05,-0.03,-0.15
0.02,-0.04,-0.11
0.04,-0.01,-0.08
0.07,0,-0.05
0.08,0.04,-0.13
0.08,0.01,-0.17
0.1,-0.02,-0.11
0.09,-0.06,0.03
0.1,-0.1,0.04
0.08,-0.07,0.02
0.05,-0.08,0.05
0.07,-0.05,-0.05
0.09,0,-0.17
0.1,0.09,-0.24
0.15,0.05,-0.17
0.16,0.03,-0.08
0.09,0,-0.01
0.08,-0.01,0.11
0.03,-0.04,0.24
0.03,-0.08,0.16
0.07,-0.03,0.02
0.15,0,-0.07
0.19,0.04,-0.17
0.26,0.01,-0.12
0.27,0,-0.11
0.24,0,-0.08
0.24,-0.05,-0.07
0.12,-0.1,0.02
0.12,-0.14,0.05
0.05,-0.09,0.03
0.05,0,-0.11
0.07,0.01,-0.21
0.08,0.06,-0.17
0.09,0.06,-0.09
0.12,0.03,-0.07
0.12,0.02,0.01
0.1,0,0.13
0.1,0,0.07
0.13,-0.01,-0.01
0.12,-0.01,-0.13
0.14,0,-0.21
0.1,-0.01,-0.1
0.18,-0.01,-0.09
0.16,-0.05,-0.03
0.11,-0.11,0
0.06,-0.09,0.13
0.06,-0.06,-0.22
0,-0.01,-0.21
0.1,0.01,-0.11
0.1,0.01,-0.11
0.1,0.01,0.03
0.14,-0.05,0.08
0.19,-0.09,0.18
0.18,-0.06,0.13
0.1,-0.07,0.03
0.11,-0.02,-0.04
0.09,0.07,-0.21
0.1,0.06,-0.27
0.13,0.03,-0.2
0.14,-0.09,0.01
0.14,-0.13,0.15
0.16,-0.13,0.25
0.13,-0.14,0.35
0.11,-0.12,0.37
0.07,-0.03,0.17
0.1,0.06,0.09
0.2,0.04,-0.03
0.14,-0.01,-0.06
0.14,0.11,0.04
0.15,-0.03,0.2
0.13,-0.11,0.34
0.08,-0.14,0.41
0.06,-0.06,0.11
0.06,-0.04,-0.01
0.06,-0.04,-0.01
0.05,0.01,-0.06
0.08,0.1,-0.24
0.12,0.11,-0.2
0.09,0.03,-0.12
0.12,0.01,-0.03
0.09,-0.09,0.07
0.08,-0.13,0.16
0.06,-0.11,0.1
0.03,-0.04,-0.01
0.07,0.06,-0.23
0.06,0.07,-0.31
0.11,0.08,-0.25
0.12,0.02,-0.09
0.1,-0.02,0.01
0.08,-0.1,0.12
0.02,-0.12,0.13
0.02,-0.09,0.05
0,-0.02,-0.04
0,0.02,-0.11
0.01,0.05,-0.18
0,0.03,-0.13
0.02,0.04,-0.11
0.05,0,-0.02
0.05,-0.01,-0.05
0,-0.07,0.09
0,-0.07,0.07
0,-0.08,0.01
-0.02,-0.06,-0.06
0,0.01,-0.15
0,0,-0.12
0.03,0,-0.1
0.06,0.01,-0.08
0.06,0.03,-0.08
0.06,0.01,-0.06
0.02,-0.03,0.01
0.01,-0.02,0
0,-0.06,0.01
0.01,-0.07,-0.05
0.02,-0.07,-0.02
0.04,-0.08,-0.04
0.06,0.03,-0.14
0.08,0.06,-0.19
0.06,0.03,-0.22
0.04,-0.03,-0.07
0,-0.14,0.12
0,-0.11,0.14
0,-0.13,0.1
0.02,-0.05,-0.09
0.02,-0.03,-0.14
0.08,0.05,-0.26
0.07,0.07,-0.26
0.1,0.07,-0.22
0.02,-0.05,0.1
0.01,-0.1,0.15
0.03,-0.14,0.15
0.07,-0.12,0.14
0.06,0.08,-0.24
0.07,0.09,-0.18
0.1,0,-0.03
0.11,-0.04,0.05
0.11,-0.1,0.05
0.12,-0.08,0.05
0.07,-0.02,0
0.04,0.01,-0.08
0.07,0.05,-0.13
0.05,0.06,-0.13
0.08,0.01,-0.02
0.11,0,0
0.13,-0.05,0.01
0.18,-0.04,0
0.19,-0.04,-0.05
0.2,-0.02,-0.04
0.14,0.05,-0.04
0.13,0.09,-0.09
0.12,0.08,-0.14
0.09,0.03,-0.03
0.09,0,0.02
0.07,-0.04,0.04
0.12,-0.06,0
0.14,-0.03,-0.01
0.17,-0.04,-0.04
0.17,-0.04,-0.04
0.13,0.01,-0.14
0.1,0.02,-0.14
0.09,0.01,-0.13
0.12,0,-0.04
0.12,-0.03,0
0.15,-0.06,0.07
0.18,-0.09,0.08
0.18,-0.07,0
0.15,-0.02,-0.09
0.1,0.02,-0.15
0.09,0.04,-0.11
0.09,0.06,-0.07
0.13,-0.01,0
0.13,-0.04,0
0.15,0,-0.07
0.15,0,-0.08
0.15,0,-0.12
0.15,0,-0.12
0.11,0.03,-0.08
0.1,0,-0.01
0.09,-0.05,-0.02
0.1,-0.02,0.04
0.09,-0.01,0.04
0.11,-0.03,0
0.09,0,-0.06
0.09,0,-0.02
0.09,0,-0.02
0.09,0.02,-0.06
0.1,-0.02,-0.01
0.13,-0.01,0.01
0.14,-0.03,0.02
0.12,-0.03,-0.04
0.14,0.04,-0.24
0.14,0.08,-0.36
0.16,0.11,-0.31
0.16,0.06,-0.28
0.2,0.03,-0.2
0.16,0.01,-0.08
0.13,0.01,-0.07
0.12,0.05,-0.09
0.1,0.21,-0.14
0.18,0.24,-0.2
0.33,0.27,-0.24
0.51,0.33,-0.35
0.51,0.33,-0.35
0.64,0.32,-0.46
0.71,0.37,-0.51
0.82,0.46,-0.47
0.81,0.48,-0.38
0.84,0.46,-0.22
0.83,0.42,0.11
0.81,0.33,0.52
0.89,0.33,0.56
0.99,0.49,0.63
1.05,0.52,0.6
1.09,0.7,0.54
1.22,0.78,0.22
1.19,0.78,0.11
1.36,0.75,-0.04
1.28,0.71,-0.01
1.38,0.68,0.05
1.48,0.65,0.04
1.31,0.47,0.16
1.22,0.42,0.66
1.09,0.23,0.75
1.05,-0.02,0.84
0.92,0,0.82
0.81,-0.1,0.78
0.66,-0.11,0.53
0.53,-0.09,0.38
0.45,-0.1,0.39
0.37,-0.21,0.39
0.39,-0.44,0.07
0.3,-0.5,-0.15
0.3,-0.53,-0.44
0.25,-0.48,-1.05
0.23,-0.45,-1.6
0.22,-0.47,-1.79
0.21,-0.31,-1.95
0.13,-0.24,-1.88
0.29,0.13,-1.6
-0.25,-0.56,-1.18
-0.13,-0.18,-0.79
-0.2,0.02,-0.47
-0.19,-0.08,0.01
-0.17,-0.31,0.16
-0.23,-0.31,0.23
-0.02,-0.69,0.51
0.05,-0.8,0.56
0.18,-0.92,0.51
0.3,-0.68,0.5
0.8,-0.62,0.3
0.96,-0.38,0.31
1.21,-0.07,0.26
1.19,-0.28,0.27
1.13,-0.44,0.21
0.97,-0.59,0.39
0.88,-0.5,0.42
0.82,-0.49,0.54
0.44,-0.66,0.98
0.24,-0.88,1.12
0.24,-0.77,0.96
0.26,-0.67,1.01
0.37,-0.04,0.32
0.35,-0.08,0.14
0.28,0.11,-0.21
0.51,0.13,-0.42
0.83,0.08,-0.46
0.92,0.01,-0.26
0.99,-0.15,0.01
0.95,-0.24,0.12
0.83,-0.33,0.14
0.57,-0.19,-0.17
0.46,0.07,-0.61
0.38,0.37,-0.92
-0.06,0.83,-1.54
-0.55,1.19,-1.36
-0.77,1.04,-0.98
-1.24,0.74,-0.51
-1.37,0.59,-0.4
-1.45,0.36,-0.3
-1.07,0.07,-0.24
-1.07,0.07,-0.24
-0.82,-0.16,0.22
-0.87,-0.5,0.96
-0.89,-0.71,1.36
-0.89,-0.93,1.66
-0.7,-1.1,1.57
-0.63,-1.05,1.14
-0.62,-0.87,0.59
-0.64,-0.71,0.03
-0.52,-0.39,-0.81
-0.22,-0.11,-0.85
-0.36,-0.83,-1.17
-0.01,-0.76,-0.96
0.13,-0.69,-0.88
0.31,-0.77,-0.7
0.43,-0.78,-0.68
0.57,-0.78,-0.63
0.61,-0.67,-0.54
0.64,-0.59,-0.5
0.86,-0.54,-0.35
0.77,-0.59,-0.34
0.66,-0.62,-0.36
0.61,-0.8,-0.09
0.6,-1.17,0.26
0.49,-1.48,0.63
0.3,-1.78,0.88
0,-1.62,0.6
0.05,-1.16,-0.21
0.51,0.06,-2.04
1.05,0.69,-2.48
1.11,0.82,-2.25
1.17,0.72,-1.53
1.15,0.33,-0.58
0.77,-1.25,1.43
0.66,-2.12,2.09
0.57,-2.87,2.39
0.43,-3.31,2.5
0.17,-3.24,1.35
0.09,-2.88,0.3
-0.24,-2.4,-1.46
-0.47,-1.58,-2.14
-0.46,-1.06,-2.53
-0.64,-1.03,-2.27
-0.75,-1.16,-0.69
-0.58,-1.31,0.13
-0.42,-1.47,0.97
-0.11,-1.68,2.13
-0.03,-1.62,2.37
0.01,-1.58,2.32
0.06,-1.49,2.22
-0.04,-1.19,1.97
0.01,-1,1.54
0.07,-1,1.09
-0.04,-1.33,0.77
-0.61,-1.98,-0.67
-0.74,-1.89,-0.89
-0.43,-1.12,-1.36
-0.03,-0.57,-1.56
0.15,-0.14,-1.34
0.13,-0.94,0.64
-0.09,-1.37,0.95
-0.25,-1.53,0.9
-0.3,-1.43,0.2
-0.3,-0.77,-2.42
-0.21,0.51,-4.91
-0.19,1.34,-5.5
0.24,3.12,-4.64
-0.12,2.33,-2.77
-0.36,1.09,-0.72
-0.94,-1.49,1.95
-1.04,-2.05,2.82
-1.03,-2.18,3.39
-0.83,-2.12,3.71
-0.78,-1.86,3.48
-0.78,-1.69,3.05
-0.9,-1.35,0.93
-0.99,-1.28,0.47
-1.03,-1.27,0.16
-1.03,-1.41,0.05
-0.95,-1.6,0.18
-0.99,-1.44,0.15
-1,-1.43,0.31
-0.96,-1.45,0.46
-0.97,-0.93,0.2
-1.1,-1.19,0.62
-1.22,-1.03,0.21
-1.24,-1.08,0.25
-1.11,-1.1,0.41
-1.05,-1.08,0.47
-0.87,-1.01,0.31
-0.61,-0.72,0.1
-0.5,-0.73,-0.07
-0.33,-0.76,-0.41
-0.24,-0.77,-0.45
-0.08,-0.81,-0.39
0.1,-0.54,-0.32
0.28,-0.57,-0.62
0.01,-0.71,-0.76
0.16,-1.24,-1.87
0.08,-1.36,-2.03
0,-1.4,-2.04
-0.09,-1.28,-2.13
-0.31,-0.41,-2.8
-0.27,-0.17,-3.09
-0.15,0.4,-3.11
-0.06,0.48,-2.64
0.06,0.45,-1.19
0.33,0.04,0.39
0.45,-0.14,1.11
0.49,-0.16,1.63
0.4,-0.2,2.12
0.37,-0.21,2.08
0.35,-0.18,1.99
0.28,-0.19,1.74
0.02,-0.1,1.04
-0.15,0,0.87
-0.22,0,0.74
-0.37,0.04,0.41
-0.22,0.02,0.41
-0.04,-0.42,0.97
-0.06,-0.5,1.28
-0.02,-0.62,1.43
-0.02,-0.69,1.64
0.22,-0.95,2.12
0.4,-0.99,2.25
0.5,-0.96,2.28
0.72,-0.87,1.99
0.64,-0.85,1.7
0.57,-0.83,1.43
0.53,-0.73,1.15
0.29,-0.53,0.51
0.28,-0.53,0.38
0.38,-0.72,0.17
0.54,-0.72,0.03
0.68,-0.73,-0.1
0.79,-0.81,-0.11
0.42,-0.57,-0.85
0.42,-0.57,-0.85
0.18,-0.39,-2.13
0.12,-0.28,-3.33
0.11,-0.42,-3.6
0.08,-0.42,-3.65
0.07,-0.02,-2.75
0.05,0.13,-2.37
-0.07,0.25,-2.19
-0.27,0.37,-1.9
-0.64,0.38,-1.21
-0.79,0.34,-0.8
-1.18,-0.11,0.33
-1.34,-0.19,0.59
-1.41,-0.23,0.8
-1.49,-0.23,0.82
-1.59,-0.19,0.19
-1.48,-0.09,-0.17
-1.28,-0.02,-0.49
-1.04,-0.01,-0.83
-0.73,-0.08,-0.28
-0.6,-0.18,0.23
-0.41,-0.38,1.52
-0.31,-0.51,2.14
-0.16,-0.58,2.71
0.04,-0.74,2.47
0.11,-0.74,2.21
0.12,-0.78,1.58
0.05,-0.67,1.54
-0.03,-0.5,1.48
-0.15,-0.32,1.37
-0.29,-0.01,-0.22
-0.16,0.18,-0.84
-0.04,0.27,-1.18
0.25,0.26,-1.57
0.57,0.23,-1.47
0.73,0.38,-1.33
1.09,0.8,-1.28
1.17,0.97,-1.23
1.01,1.05,-1.16
0.97,0.77,-1.39
0.99,0.49,-1.39
0.99,0.49,-1.39
1.56,-0.43,-1.26
1.64,-0.53,-1.05
1.49,-0.32,-0.98
1.28,0.14,-1.26
1.12,0.93,-2.65
1.35,1.33,-3.73
1.39,1.44,-3.58
1.42,1.22,-2.02
1.38,0.85,-0.95
1.14,0.06,0.65
1.17,0.17,1.82
1.23,0.15,2.13
1.22,0.15,2.25
1.09,0.32,1.68
1.08,0.16,1.45
1.02,0.13,1.28
0.85,0.24,1.28
0.78,0.22,1.43
0.73,0.08,1.69
0.67,-0.09,1.83
0.63,-0.38,2.33
0.54,-0.45,2.72
0.48,-0.56,2.9
0.34,-0.63,3.09
0.26,-0.24,2.94
0.3,-0.06,2.47
0.37,-0.1,1.19
0.41,0,0.7
0.42,0.17,0.25
0.43,-0.11,-0.06
0.55,-0.24,-0.2
0.6,-0.31,-0.21
0.77,-0.23,-0.25
0.89,-0.01,-0.61
0.7,-0.58,-0.54
0.5,-0.9,-0.55
0.41,-1.21,-0.76
0.29,-1.48,-1.04
0.13,-0.85,-2.73
0.03,-0.44,-3.7
0.07,-0.58,-4.15
0.24,-0.71,-3.77
0.15,-0.73,-2.75
-0.24,-0.06,-3.57
-0.24,0.52,-3.99
0.02,1.12,-3.62
0.14,1.39,-3.21
0.18,1.46,-2.03
0,1.47,-1.57
-0.26,1.29,-1.15
-0.48,1.06,-0.82
-0.94,0.8,-0.03
-0.92,0.44,0.78
-0.92,0.44,0.78
-0.65,0.15,1.15
-0.57,0.19,1.34
-0.49,0.09,1.5
-0.32,-0.04,1.66
0.5,-0.44,2.25
0.7,-0.49,2.45
1,-0.54,2.68
1.4,-0.74,2.92
1.53,-0.65,2.89
1.69,-0.19,2.61
1.7,-0.11,2.54
1.6,-0.08,2.26
1.43,-0.11,1.82
1.6,0.17,0.3
2.17,0.18,0.07
1.56,1.31,0.29
1.56,1.61,0.25
1.6,1.61,-0.13
1.44,1.53,-0.44
1.11,1.5,-0.28
0.97,1.44,-0.33
0.89,1.36,-0.29
0.75,1.44,-0.01
0.37,1.38,0.26
0.45,0.63,0.09
0.62,0.43,-0.75
0.79,0.42,-1.19
0.92,0.41,-1.62
0.97,0.64,-2.04
0.98,1.54,-3.52
0.97,1.82,-4.25
0.91,1.72,-4.47
0.78,1.47,-3.83
0.89,1.16,-2.95
1.01,0.62,-1.71
1.09,0.18,-0.58
1.44,-0.33,1.25
1.51,-0.45,1.9
1.54,-0.55,2.21
1.29,-0.22,2.05
1.31,-0.11,1.73
1.12,-0.07,1.3
0.73,0.11,0.47
0.81,0.07,-0.21
0.58,-0.09,-0.23
0.32,-0.09,1.45
0.31,-0.13,1.75
0.31,-0.32,1.79
0.25,0.88,3.12
-0.7,-0.8,2.81
-0.91,-1.66,1.74
-1.04,-1.82,1.8
-0.9,-0.19,3.12
-0.46,-0.26,2.7
-0.13,-0.53,2.22
-0.18,-0.74,1.1
0.19,-1.54,0.16
0.51,-1.26,-0.37
0.79,-0.97,-0.63
1.04,-0.72,-0.84
0.08,-0.92,-1.13
0,-0.83,-1.14
-0.16,-1,-0.98
-0.41,-1.03,-0.97
0.08,-0.89,-1.9
0.4,-0.05,-2.02
0.66,-0.39,-2.62
-0.1,-1.39,-2.83
0,-1.41,-2.26
-0.84,-2.09,-2.43
-0.74,-2.17,-5.35
-0.96,-0.85,-5.89
-1.23,1.27,-7.3
-1.3,1.58,-7.13
-1.41,1.74,-6.5
-1.5,1.7,-5.57
-1.57,1,-2.39
-1.54,0.59,-1.17
-1.29,-0.08,0.09
-0.7,-1.4,2.09
-0.57,-1.57,3.09
-0.52,-1.31,3.34
-0.5,0.39,3.53
-0.59,1.29,3.61
-0.62,1.65,3.69
-0.64,0.25,4.12
-0.75,-0.54,4.29
-0.8,-1.14,4.58
-0.84,-2.11,4.79
-0.89,-2.31,4.59
-0.96,-2.2,4.34
-0.88,-0.12,3.78
-0.88,0.97,3.15
-0.83,1.78,2.43
-0.72,2.33,1.89
-0.39,2.46,1.77
-0.01,1.55,2.42
0.12,1.34,2.52
0.16,1.04,2.02
0.12,0.88,1.69
0.27,0.39,1.29
0.41,0.21,1.19
0.45,0.24,1.05
0.48,0.23,0.89
0.52,0.36,0.73
0.51,0.43,-0.01
0.46,0.14,-0.71
0.95,1.32,-1.18
1.01,1.1,-2.78
0.74,0.94,-3.3
1.17,-0.52,-4.56
1.07,-0.96,-4.17
0.83,-1.2,-3.76
0.66,-1.28,-3.54
0.5,-1.09,-3.97
0.29,-0.34,-4.31
0.19,0.1,-4.34
0.06,0.76,-4.21
0.13,1,-3.98
0.14,1.1,-3.49
0.07,0.87,-1.89
0.06,0.4,-0.1
-0.07,0.46,0.45
-0.23,0.81,0.18
-0.38,0.91,-0.03
-0.54,0.87,-0.04
-0.53,0.63,0.59
-0.49,0.48,0.98
-0.39,0.26,1.51
-0.26,0.09,2.08
0.01,0.64,2.92
0.08,0.69,2.91
0.16,0.68,2.98
0.1,0.31,3.32
0.05,-0.02,3.46
0.07,-0.5,3.51
-0.01,-1.14,2.65
-0.04,-1.04,1.85
0.05,-0.01,0.14
0.36,1.15,-0.78
0.54,1.45,-0.82
0.78,1.37,-0.57
0.94,0.9,-0.27
1.35,-0.04,-0.16
1.61,-0.1,-0.64
1.76,0.11,-1.38
1.93,1.73,-3.81
1.99,2.28,-4.73
1.86,2.45,-4.73
1.48,1.88,-4.69
1.3,0.82,-4.83
0.73,0.29,-5.16
0.04,-0.37,-4.85
-0.19,-0.86,-4.76
-0.4,-1.58,-4.49
-0.45,-4.43,-2.35
-0.44,-4.88,-1.58
-0.53,-4.93,-0.95
-0.66,-4.42,-1.04
-1.43,-0.96,-2.57
-1.66,-0.01,-2.98
-1.91,0.75,-3.48
-2.46,1.89,-4.72
-2.63,2.23,-4.77
-2.6,2.08,-4.11
-2.52,1.48,-2.13
-2.46,1.22,-1.21
-2.4,1.03,-0.22
-2.02,0.7,2.73
-1.86,0.88,3.42
-1.74,1.1,4.05
-1.58,0.94,5.17
-1.47,0.54,5.33
-1.41,0.08,5.47
-1.27,-0.24,5.56
-0.74,0.24,5.58
-0.47,0.56,5.53
0.11,1.34,5.09
0.46,1.71,5.02
0.81,1.62,5.46
0.93,0.34,6.35
0.94,-0.39,6.52
1,-0.9,6.42
1.3,-0.86,4.63
1.5,-0.41,3.53
1.62,0.14,2.52
1.85,0.95,0.83
1.8,1.25,-1.15
1.83,0.86,-2.34
1.3,0.47,-5.84
1.14,0.42,-7.82
0.92,0.66,-10.57
0.87,0.81,-12.06
0.8,0.74,-12.43
0.82,0.63,-12.48
1.26,0.04,-8.99
1.25,-0.15,-7.28
1.26,-0.11,-5.51
1.09,0,-3.38
0.91,0.17,-3.24
0.49,1.13,-3.52
0.4,1.52,-3.97
0.35,1.51,-3.51
0.37,1.48,-2.77
0.44,1.48,-1.66
0.68,1.39,2.99
0.71,1.05,4.25
0.64,0.65,4.97
0.46,0.31,4.87
0.08,0.44,4.43
-0.15,0.64,4.26
-0.49,0.82,3.39
-0.72,0.76,3.22
-0.93,0.45,3.25
-0.9,-0.27,3.91
-0.8,-0.62,5.35
-0.6,-0.82,6.01
-0.45,-0.94,6.86
-0.45,-0.84,6.97
-0.37,-0.55,6.78
-0.49,-0.04,6.45
-0.57,0.1,6.22
-0.64,0.27,5.95
-0.61,0.59,5.6
0.02,1.56,4.83
0.37,1.97,4.89
0.69,2.41,4.56
0.91,2.69,3.62
0.87,2.2,3.44
0.63,0.49,2.63
0.55,0.2,1.86
0.55,0.2,1.86
0.6,0.08,-0.14
0.68,0.75,-3.15
0.7,0.8,-4.39
0.68,0.92,-5.47
0.52,0.96,-6.41
-0.1,0.31,-8.13
-0.05,0.31,-8.84
-0.42,0.48,-10.6
-0.34,-0.67,-11.65
-0.23,-1.46,-11.1
-0.06,-2.39,-10.23
0.03,-2.96,-9.37
0.27,-2.5,-8.96
0.31,-1.86,-8.94
0.52,0.9,-7.42
0.66,1.86,-6.23
0.64,2.25,-4.77
0.58,2.06,-3.21
0.27,0.52,-0.75
0,-0.35,0.42
-0.2,-1.03,1.36
-0.33,-1.37,1.89
-0.51,-0.85,1.93
-0.7,-0.46,2.08
-0.78,-0.34,2.17
-0.77,0.04,2.59
-0.81,-0.1,3
-0.9,-0.33,3.18
-0.93,-0.99,4.23
-0.79,-0.98,4.86
-0.62,-0.74,5.47
-0.18,0.08,5.96
0.25,1.27,5.88
0.4,1.74,5.72
0.66,1.79,5.83
0.58,1.56,6.1
0.4,1.17,6.42
-0.26,-0.95,6.06
-0.46,-1.09,5.61
-0.55,-0.98,4.73
-0.58,-0.4,3.81
-0.4,1.12,2.12
-0.26,1.69,1.56
-0.19,1.99,1.1
-0.17,0.29,2.12
-0.04,-0.29,3
0.11,-0.67,3.38
0.42,-0.83,2.9
0.6,-0.7,2.31
0.62,-0.23,0.87
0.39,-0.79,-1.31
0.3,-1.31,-2.1
0.19,-1.86,-2.63
0.21,-2.03,-2.94
0.64,-2.27,-2.44
1,-2.33,-1.91
1.52,-1.73,-2.21
1.75,-0.7,-3.49
1.74,-0.47,-3.64
1.68,-0.39,-3.67
1.55,-0.5,-3.88
1.42,-1.14,-4.68
1.48,-1.54,-4.44
1.45,-1.98,-3.29
1.23,-1.54,-3.03
0.77,-0.24,-3.9
0.58,1.09,-5.67
0.54,1.51,-5.8
0.57,1.62,-5.37
0.81,0.64,-2.05
0.85,0.3,-0.9
0.89,0.08,0.26
0.85,-0.17,1.11
0.88,-0.14,2.03
0.76,-0.01,2.22
0.61,0.24,2.16
0.63,0.74,1.89
0.67,1.63,1.41
0.52,1.31,1.63
0.3,0.68,1.99
0.15,0.12,2.06
0.06,-0.4,2.11
-0.08,-0.73,2.15
-0.1,-0.71,2.39
-0.07,-0.45,2.43
-0.02,-0.08,2.53
0.04,0.14,2.79
0.13,0.65,3.28
0.22,0.95,3.53
0.26,1.09,3.85
0.26,1.1,4.29
0.1,0.77,5.34
-0.05,0.09,5.99
-0.09,-0.14,5.21
-0.06,-0.11,4.43
0.06,-0.12,3.63
0.17,-0.04,2.43
0.1,-0.27,-1.72
0.13,-0.63,-2.56
0.23,-0.9,-2.95
0.8,-0.74,-3.52
1.37,0.12,-4.04
1.59,0.37,-4.43
1.84,0.85,-5.17
1.82,0.91,-5.27
1.71,0.67,-5.19
1.64,0.22,-5.17
1.52,-0.08,-6.37
1.49,-0.36,-6.61
1.34,-1.07,-6.25
